,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
38967,American University,Law,PhD,,Accepted,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38968,Vanderbilt University,Finance,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"i know i am a little bit overqualified, anyway~"
38969,Arizona State University (ASU),Urban Planning(MUEP),MS,,Accepted,E-mail,"(21, 3, 2008)",1206082800,,,,,,,International,"(20, 3, 2008)",1205996400,Official letter with details will come soon.
38970,"University Of California, Irvine (UCI)",Urban Planning,PhD,,Rejected,E-mail,"(21, 3, 2008)",1206082800,,,,,,,International,"(20, 3, 2008)",1205996400,They said there were too many applicants.Sigh^
38971,"University Of Missouri, Columbia",English,PhD,,Rejected,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,"based on other posters' comments, i was expecting it.  didn't really want to go there anyway and am in at a better school."
38972,University Of Pennsylvania (UPenn),Architecture (3+),MS,,Rejected,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38973,University Of Maryland,Architecture (Post-Professional),MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,very happy:)
38974,"Teachers College, Columbia University",Applied Linguistics,Other,,Accepted,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,Ed.D.
38975,"University of California, Santa Cruz (UCSC)",Digital Arts & New Media,MFA,,Accepted,E-mail,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,with funding
38976,Johns Hopkins University (JHU),Computer Science,PhD,,Rejected,E-mail,"(21, 3, 2008)",1206082800,,,,,,,International,"(20, 3, 2008)",1205996400,
38977,University Of Connecticut,Political Science,PhD,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,I haven't received any funding yet.  The email said that they would be reviewing funding decisions from now until mid April.
38978,Temple University,Sociology,PhD,,Accepted,E-mail,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,no funding information- informal email. I'd given up and accepted another offer.
38979,Rochester University,Finance,PhD,,Rejected,Website,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,The most crappy program in Finance. I cannot believe their rejection letter is written in that impolite way. No doubt the program declines.
38980,Michigan State University,Social Work,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
38981,Johns Hopkins University (JHU),Computer Science,PhD,,Rejected,E-mail,"(21, 3, 2008)",1206082800,,,,,,,International,"(20, 3, 2008)",1205996400,
38982,Villanova University,Psychology,MS,,Wait listed,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38983,York University,Political Science,PhD,,Accepted,Postal Service,"(6, 3, 2008)",1204790400,,,,,,,International,"(20, 3, 2008)",1205996400,
38984,University Of Pittsburgh,Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,Other,"(20, 3, 2008)",1205996400,"no problem at all, already admitted to UIUC and WashU"
38985,University Of Pennsylvania (UPenn),City Planning,MS,,Rejected,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38986,Columbia University,Creative Writing (poetry),MFA,,Accepted,Phone,"(13, 3, 2008)",1205391600,,,,,,,American,"(20, 3, 2008)",1205996400,Still haven't gotten mail notification by 20th.
38987,"University Of California, Davis (UCD)",Philosophy,PhD,,Wait listed,E-mail,"(21, 3, 2008)",1206082800,,,,,,,International,"(20, 3, 2008)",1205996400,
38988,Ohio State University (OSU),Astronomy,PhD,,Rejected,Postal Service,"(17, 3, 2008)",1205737200,,,,,,,American,"(20, 3, 2008)",1205996400,
38989,"University Of Maryland, College Park",Linguistics,PhD,,Rejected,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38990,University Of Pittsburgh,Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,bad
38991,Harvard University,Philosophy,PhD,,Rejected,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,
38992,University Of Oregon,3+ M. Arch,MS,,Accepted,Postal Service,"(21, 3, 2008)",1206082800,,,,,,,American,"(20, 3, 2008)",1205996400,Big envelope with bunch of info in it.
38993,New York University (NYU),Performance Studies,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
38994,Cornell University,Theatre And Performance Studies,PhD,,Accepted,Phone,"(20, 2, 2008)",1203494400,,,,,,,American,"(20, 3, 2008)",1205996400,"Fully funded with health insurance and $25,000+ stipend!"
38995,"University Of Nevada, Reno",Social Psychology,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
38996,"University Of Massachusetts, Amherst",Philosophy,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Response to email inquiry.
38997,University Of Connecticut,Social Psychology,PhD,,Wait listed,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Really doesn't look good
38998,Princeton University,Music Composition,PhD,,Rejected,E-mail,"(19, 2, 2008)",1203408000,,,,,,,American,"(20, 3, 2008)",1205996400,
38999,University Of Florida (Gainesville),Music Composition,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,16K
39000,"University Of California, Los Angeles (UCLA)",Urban Planning,MS,,Accepted,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Just checked the website; no e-mail yet. Persistence is key!
39001,University Of Hawaii - Manoa,Economics,PhD,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,no funding.
39002,"University Of North Carolina, Chapel Hill (UNC)",Historic Preservation / Urban Planning - Dual Degrees,MS,,Accepted,Phone,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Called to ask what was up, they said I got in!"
39003,"University Of California, Los Angeles (UCLA)",Master Of Fine Arts,MFA,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,email to check website.  was a very nice letter.  so much for grad school.  good luck everyone!!
39004,University Of Toronto,Political Science,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,informal mass e-mail from department
39005,Harvard University,Philosophy,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,,"(20, 3, 2008)",1205996400,Oh well . . . too bad.
39006,"University Of California, Santa Barbara (UCSB)",English,PhD,,Wait listed,Other,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I too wrote to the grad admin. Got the same message as last UCSB Eng poster. File is on hold, but most likely won't be able to take me."
39007,"University of Texas, Austin (UT Austin)",Mathematics,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39008,University Of Pennsylvania (UPenn),Architecture (M. Arch 1),MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Priority mail in Champaign, IL."
39009,University Of New Mexico,Architecture,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Said only first 15 who send in deposit get a spot, all others are automatically wait listed! The gall."
39010,"University Of Texas, Dallas (UT Dallas)",Computer Science,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39011,New York University (NYU),Applied Mathematics,PhD,,Accepted,E-mail,"(15, 3, 2008)",1205564400,,,,,,,International,"(20, 3, 2008)",1205996400,
39012,New York University (NYU) - Courant,Mathematics,PhD,,Accepted,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,No funding
39013,University Of Pennsylvania (UPenn),Architecture (M.Arch I),MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,+25k
39014,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39015,University Of Pennsylvania (UPenn),Master Of Architecture,MS,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,I live in Atlanta.  Was a top Graduate from Georgia Tech.
39016,Harvard University,Electrical Engineering,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39017,"Indiana University, Bloomington (IUB)",Economics,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,wait listed for funding...
39018,Columbia University,Philosophy,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,Very pleasant and personalized e-mail from Prof. Varzi in response to my status request.
39019,Harvard University,Philosophy,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Dreams die hard.
39020,Yale University,Chemistry,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Took them long enough to let me know! :)
39021,Florida State University,Economics,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"+16,100 and $3,000 fellowship  Wowza, Lucky Kid on TM"
39022,Georgetown University,Security Studies Program,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Got an email from SSP. Formal decision to come.
39023,Syracuse University,Clinical Psychology,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Accepted from the Wait List via PI, official follow-up letter to follow"
39024,University Of Southern California (USC),Media Arts And Practice,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Letter was dated 3/13. 13 is an unlucky number...
39025,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,MS,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39026,University Of The Wait Listed,Wait Listed Us,PhD,,Wait listed,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,To all those who are deciding on multiple offers please let the schools you will not attend know ASAP so that they can start accepting people from their Wait List. Thanks and GL!
39027,Boston University,Archaeology,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"No promised funding, but the dept. has recommended to the Dean that I get money."
39028,Georgetown University,Government,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Holy sh**. Thank the lord I didn't strike out.
39029,University Of Pennsylvania (UPenn),Architecture (M. Arch 1),MS,,Wait listed,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Mail received in Seattle.
39030,University Of Pennsylvania (UPenn),Economics,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,But they already accepted me ... ???
39031,University Of Connecticut,History,PhD,,Wait listed,Other,"(20, 3, 2008)",1205996400,,,,,,,Other,"(20, 3, 2008)",1205996400,Arggh!  I wish a UConn history admit would decline so I can get off the waitlist  :)
39032,"University of Texas, Austin (UT Austin)",English,PhD,,Wait listed,E-mail,"(7, 3, 2008)",1204876800,,,,,,,American,"(20, 3, 2008)",1205996400,Still waiting.
39033,University Of Virginia (UVA),Creative Writing,MFA,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I heard that people had already been notified of acceptance, so I called to confirm. Barbara e-mailed me back, saying that I did not make the final round of applicants. Ouch."
39034,Oxford University,Economics For Development,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,
39035,University Of Toronto,Political Science,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Tuition plus 13k
39036,University Of Pennsylvania (UPenn),Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"they had rejected me before, but reposted the rejection on the website and sent me an email gain. I do get it University of Pennsyl-fu**in-mania! Seriously, who do you think you are!"
39037,University Of Cambridge,Economics,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"Diploma program. Conditional offer on completing my current undergrad with a certain GPA. Also have offer from LSE. Despite the fact that Cambridge has an overall higher brand name than LSE, but given that I'm overseas and that the tuition difference is ""only"" about GBP1,000, I'm more inclined to stick with LSE (in fact, I've already accepted)."
39038,Johns Hopkins University (JHU),Computer Science,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"My background was in ECE, albeit in Computer Networks/Security, so it seemed viable back then..."
39039,University Of Victoria,History In Art,PhD,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,scholarships will be announced soon!
39040,Columbia University,Visual Arts,MFA,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,so sad
39041,University Of Edinburgh,Archaeology,PhD,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,waiting for funding..
39042,Pennsylvania State University (PSU),Parks,MS,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,Was told to re-take GRE and TOEFL :(
39043,University Of Oxford,Archaeology,PhD,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,i cant believe!
39044,Northern Illinois University (NIU),Philosophy,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Weird.  I already had received word via the website and E-mail correspondance that I had been accepted.  But this apparently was the ""official"" acceptance letter with an official letter from the school to follow."
39045,Georgetown University,Government,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39046,Miami University (Ohio),Philosophy,MS,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,0/4 out of 8
39047,Rice University,Architecture (M. Arch 1),MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"""with financial support"" --  delightfully cryptic. Further notice to arrive by mail."
39048,University Of Arizona,Anthropology,PhD,,Accepted,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,no funding
39049,University Of Pennsylvania (UPenn),Architecture,MS,,Accepted,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,MArch II
39050,University Of Iowa,Comparative Literature - Translation,MFA,,Accepted,Postal Service,"(10, 3, 2008)",1205132400,,,,,,,American,"(20, 3, 2008)",1205996400,
39051,"Indiana University, Bloomington (IUB)",Creative Writing (poetry),MFA,,Rejected,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,
39052,Georgetown University,Government,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,No word on funding.
39053,Brandeis University,English,MS,,Wait listed,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,E-mailed to ask.
39054,Georgetown University,Security Studies Program,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,e-mail acceptance--funding decisions to come in a couple of weeks.
39055,Oregon State University,Zoology,PhD,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Faculty are currently contacting their top applicants. All applicants will be notified prior to April 15th.
39056,Rice University,Architecture Option 2,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,succinct but satisfying. mailing to follow.
39057,University Of Virginia (UVA),Religious Studies-Theology,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I'm not a good fit, I guess."
39058,"University Of Washington, Seattle",Art History,MS,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,"Not an email with a link to a website... not a pdf with the dean's signature but an actual email, copied and pasted from a text docu*ent, sent by the department's administrative assistant. WTF? Thank god I went through my spam messages or else I never would have found it."
39059,The George Washington University,Elliott School Of International Affairs - International Affairs,MS,,Rejected,Website,"(18, 3, 2008)",1205823600,,,,,,,American,"(20, 3, 2008)",1205996400,General letter :(
39060,University Of Chicago,Humanities,MS,,Rejected,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,
39061,"University Of North Carolina, Chapel Hill (UNC)",Clinical Psychology,PhD,,Rejected,Postal Service,"(14, 3, 2008)",1205478000,,,,,,,American,"(20, 3, 2008)",1205996400,"IN REPLY:  No, no interview!  The prof under whom I wanted to work contacted my boss (they work in a similar field) and asked about a missing rec letter in January.. but that was it until now!  Sad!!"
39062,Michigan State University,Anthropology,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39063,Yale University,Architecture (M. Arch 1),MS,,Wait listed,Postal Service,"(17, 3, 2008)",1205737200,,,,,,,American,"(20, 3, 2008)",1205996400,Fat package.
39064,University Of Virginia (UVA),Architecture (M. Arch 1),MS,,Accepted,Phone,"(25, 2, 2008)",1203926400,,,,,,,American,"(20, 3, 2008)",1205996400,"Phone call then email.  Financial aid to follow, not received as of 03/20/08"
39065,Stanford University,Electrical Engineering,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"Rejected for PhD program, admitted to MS"
39066,"University Of Illinois, Urbana Champaign (UIUC)",Architecture (M. Arch 1),MS,,Accepted,E-mail,"(10, 3, 2008)",1205132400,,,,,,,American,"(20, 3, 2008)",1205996400,"Accepted via email, then USPostal. Scholarship info."
39067,"University of Texas, Austin (UT Austin)",Computer Science,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,jerks
39068,"University Of California, Los Angeles (UCLA)",Computer Science,MS,,Accepted,E-mail,"(7, 3, 2008)",1204876800,,,,,,,International,"(20, 3, 2008)",1205996400,no news of aid yet
39069,"University Of California, San Diego (UCSD)",Computer Science,MS,,Accepted,E-mail,"(7, 3, 2008)",1204876800,,,,,,,International,"(20, 3, 2008)",1205996400,no news of aid yet ..
39070,"University Of North Carolina, Chapel Hill (UNC)",Biomedical Engineering,PhD,,Accepted,Phone,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Called to check on the status of my application found out I was recommended for admission by the department.  Email notification on hold due to missing transcript.
39071,Duke University,Biomedical Engineering,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,Can't win them all
39072,Harvard University,Philosophy,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,
39073,"University Of California, Santa Barbara (UCSB)",English,PhD,,Wait listed,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I wrote grad admin to inquire about my status. She says that I'm ""on hold"" right now, but she's almost entirely sure they won't be able to make room for me. So... basically a rejection. At least I have somewhere else to go. Somewhere sadly less on the beach, though."
39074,"University Of California, Irvine (UCI)",Mechanical And Aerospace Engineering,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39075,Harvard University,English,PhD,,Rejected,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,
39076,"University Of Illinois, Urbana Champaign (UIUC)",Business Administration (Information Systems),PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,
39077,University Of Virginia (UVA),Computer Science,MS,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"they didn't even care to send email to notify me, I payed (50-80) bucks as fee, at least I deserve a formal message. h**ps://grad-admissions.seas.virginia.edu/admissions/login/Login.tap"
39078,"University Of North Carolina, Chapel Hill (UNC)",Urban Planing,MS,,Accepted,Phone,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I phoned them to check; the woman I spoke with said there had been a clerical error such that my notification only was sent last night.  Lesson: if you are still waiting, why not get in touch?"
39079,Temple University,History,PhD,,,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Was asked if they could move my application to MA program.  Super nice of them but I withdrew the application.  I have great offers with funding from better programs.
39080,"University Of Massachusetts, Amherst",Computer Science,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,4 year guaranteed support
39081,"University Of California, Irvine (UCI)",Mechanical And Aerospace Engineering,PhD,,Accepted,E-mail,"(17, 3, 2008)",1205737200,,,,,,,International,"(20, 3, 2008)",1205996400,Full Fund!
39082,New York University (NYU),History,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,It's about time- ridiculous.
39083,New York University (NYU),International Politics,MS,,Accepted,Postal Service,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,Accepted to NYU!!! Yay!
39084,University Of Pittsburgh,Finance,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"asked them about progress then get informed ""We have sent out 2 offers and it appears not very likely you will be admitted because we have long enough waitinglist"". But I expect they might get nobody going there because I know so many people get multiple offers."
39085,University Of Virginia (UVA),Computer Science,MS,,Rejected,Website,"(19, 3, 2008)",1205910000,,,,,,,International,"(20, 3, 2008)",1205996400,Only a small fraction of applicants can be offered admission. Unfortunately your application was not selected.
39086,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,Dated 03/12
39087,Columbia University,Earth & Enviromental Sciences,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39088,Harvard University,School Of Engineering And Applied Sciences (SEAS),PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Postmarked 3/18/08
39089,Virginia Commonwealth University,MFA Studio Art - Painting,MFA,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"interview happened last night, committee met today and made final decisions."
39090,University Of Connecticuit,Political Science,PhD,,Accepted,Other,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"I declined my spot and it looks like they gave it to someone else the same day--they had offered me funding already, so some money should be freed up."
39091,Duke University,Biomedical Engineering,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,"The nicest rejection letter I have ever received. LOL!!!! "" We are glad you gave us the opportunity to review your application!"" who the hell says that??? 
bittersweet :("
39092,University Of Chicago,Committee On International Relations,MS,,Rejected,Postal Service,"(18, 3, 2008)",1205823600,,,,,,,American,"(20, 3, 2008)",1205996400,
39093,Stanford University,Mechaninical Engineering,MS,,Accepted,E-mail,"(13, 3, 2008)",1205391600,,,,,,,American,"(20, 3, 2008)",1205996400,I WAS PRAYING 24/7!
39094,Texas A&M University - College Station,Nuclear Engineering,MS,,Accepted,Phone,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"I was admitted on Feb 22, but somehow my letter didn't get sent until Mar 19. I had to call to follow-up."
39095,"University Of California, Los Angeles (UCLA)",Political Science,PhD,,Accepted,Other,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,"They mailed me in late February via postal service, but since I am in Asia, haven't received it yet. Had to e-mail the dept. to know. Wait-listed for funding."
39096,Harvard University,Chemistry And Chemical Biology,PhD,,Rejected,Postal Service,"(18, 3, 2008)",1205823600,,,,,,,International,"(20, 3, 2008)",1205996400,
39097,"University Of California, San Diego (UCSD)",Economics,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39098,University Of Oregon,Architecture,MS,,Accepted,Postal Service,"(16, 3, 2008)",1205650800,,,,,,,American,"(20, 3, 2008)",1205996400,
39099,"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,PhD,,Rejected,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,Rejection letter arrived 5 days after they claimed they would notify us; email admissions@cs.uiuc.edu if you haven't heard from them.
39100,University Of Michigan,Jewish Studies,MS,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39101,University Of Pennsylvania (UPenn),AAMW,PhD,,Rejected,E-mail,"(19, 3, 2008)",1205910000,,,,,,,American,"(20, 3, 2008)",1205996400,"Had to email the Art History secretary.  She said the result was posted in my online application, but it wasn't."
39102,University Of Pennsylvania (UPenn),Architecture,MS,,Wait listed,Postal Service,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,small envelope
39103,Said Business School - University Of Oxford,Management Research,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,
39104,"University Of California, Irvine (UCI)",Electrical Engineering,MS,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,Email from Ronnie Gran...sigh :(
39105,Harvard University,School Of Engineering And Applied Sciences (SEAS),PhD,,Rejected,Postal Service,"(18, 3, 2008)",1205823600,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,
39106,Johns Hopkins University (JHU),Physics,PhD,,Wait listed,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,
39107,"University Of Minnesota, Twin Cities",Applied Economics,PhD,,Accepted,E-mail,"(20, 3, 2008)",1205996400,,,,,,,American,"(20, 3, 2008)",1205996400,"Informal email, no info on funding"
39108,Arizona State University (ASU),Industrial Engineering,PhD,,Rejected,Website,"(20, 3, 2008)",1205996400,,,,,,,International,"(20, 3, 2008)",1205996400,~~>_
39109,"University Of California, Los Angeles (UCLA)",Economics,PhD,,Rejected,E-mail,"(20, 3, 2008)",1205996400,,,,,,,International with US Degree,"(20, 3, 2008)",1205996400,e-mail to check website
